Job_ID,Date,Company Name,Job_Title,Location,Description,Link
27,1/12/2022,First Page ,Web Developer ,"Singapore, Singapore On-site","Remuneration Package  Salary: S$700 - S$800 (approx. PHP 25,000 - PHP 30,000). Annual 13th-month bonus. Annual Leave: 7 days (will increase 1 day every year to a maximum of 14 days). Annual Sick Leave: 7 days (to submit medical certification from doctors). Working Hours: Mon, Fri, 9 am - 6 pm (one-hour lunch break). Public holidays: Will rest as per Singapore public holidays.  Requirements  Appropriate Bachelor's degree in Computer science, Information Technology or equivalent. 2-3 years of experience working in web development. Strong knowledge of WordPress and current web development languages (including HTML5, CSS3, Jquery and PHP). Strong knowledge of mobile responsive technologies. Have a strong understanding of UI, cross-browser compatibility, general web functions and standards. Expertise in hosting and database management (cPanel/WHM, SSH, PHPMyAdmin). Quick and efficient in all development aspects. Applies good code-readability and sustainable/scalable functions in the development. Knowledge in using Photoshop (mainly for slicing templates, cropping images, etc). Someone who can audit the current side and provide feasible ideas for implementation. Understand onsite SEO techniques and incorporate them into web development. Proficient in web designing is a distinct advantage.  Required Personality Traits  Good attitude and fluent English. Able to work independently. Good technical common sense and troubleshooting ability. Organized and able to manage multiple projects at a time. Has strong attention to detail. Able to keep to a tight timeline.  Job Scope  To review the website and provide viable suggestions for improvements. Design and develop web developments projects from scratch to completion. To ensure the website developed has a good onsite SEO structure. Create a comprehensive user manual guide for the website. To communicate and provide updates on projects status. Any other ad hoc tasks relating to websites.  Additional  This is a work-from-home position. A quiet and private room to conduct work with no distractions. Extremely reliable, fixed internet connection (DSL / Broadband) with a minimum speed of 1MBPS and good computer in an area without power outage problems. An ability to work effectively from home on a full-time schedule with fixed hours. Have a Skype ID, easy to reach and must provide working contact numbers. Work with minimal supervision.  Interested applicants should email their detailed resumes in words or pdf format including current and expected salaries, and a recent photograph to hr@firstpage.asia.  We regret that only shortlisted applicants will be notified. Interviews will be conducted via Skype. ",https://linkedin.com/jobs/view/2872301849/?eBP=JOB_SEARCH_ORGANIC&refId=9GurI4UqPcRso%2F6SBunQFQ%3D%3D&trackingId=o4o8fjT8lym25Ae8jaKmIA%3D%3D&trk=flagship3_search_srp_jobs
28,1/12/2022,As group ,Web Developer ,"Singapore, Singapore On-site","This job is sourced from a job board. Learn more The role is responsible for designing, coding and modifying websites, from layout to function and according to specifications. Strive to create visually appealing sites that feature user-friendly design and clear navigation. Includes the maintenance and upkeep of the website from a technical support function. Job Responsibilities:  Regular exposure to business stakeholders and executive management, as well as the authority and scope to apply your expertise to many interesting technical problems. Candidate must have a strong understanding of UI, cross-browser compatibility, general web functions and standards. The position requires constant communication with colleagues & cross functional team members Experience in planning and delivering software platforms used across multiple products and business units. Experience with Web Applications and programming languages such as HTML5, CSS, JavaScript, JQuery and API's. Knowledgable on design experience with Web Services (REST, SOAP, etc ..) & its frameworks (python, ruby, php, Java, ASP, ASP.NET) & architecture (SQL, Oracle) Job Requirements: Candidate must possess at least a Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Computer Science/Information Technology or equivalent. At least 1 year(s) of working experience in the related field. Ability to multitask with strict time constraints, budgets and business goals Candidate must possess with strong communication skills Able to work independently and in a team with a proactive attitude Strong grasp of security principles and how they apply to E-Commerce applications. ",https://linkedin.com/jobs/view/2871797532/?eBP=JOB_SEARCH_ORGANIC&refId=9GurI4UqPcRso%2F6SBunQFQ%3D%3D&trackingId=%2FS4%2FSCMwViduciDpzYlWww%3D%3D&trk=flagship3_search_srp_jobs
29,1/12/2022,ZENITH INFOTECH (S) PTE LTD. ,Web Developer (Content Management System) - Contract = 12 months ,"Singapore, Singapore On-site","This job is sourced from a job board. Learn more This is a 12 months contract assigned to our client  Work Location: To be confirmed  Salary Range : $4,500-$5,500  Skills Requirement  Intermidiate skills on the following  Usability Design Design & Build Enablement Web & Server based Platforms Solutions  Beginner Skills on  Storyboards & Wireframes Web Site Standards and Compliance  Job Description  Design, build and test web-based applications and edit site content for various components using content management system (CMS). Create and manage web pages, add/edit content and upload/remove documents using CMS. Maintain website standards and comply with predefined design guidelines. Utilize best practices in web screen design and learn about different middleware platforms to source and  update data through web screens as specified in functional requirements.  Desired Skills and Experience Wireframes, verbal communication skills, Editorial, Content Management, Content Strategy, Written Communication, Strategy, Content Marketing, Project Management, Copywriting, Consulting, Usability Design, Google Analytics, Proofreading, Writing Skills, WordPress ",https://linkedin.com/jobs/view/2875266735/?eBP=JOB_SEARCH_ORGANIC&refId=Lrp8hJOF3002PtH3xP2MvQ%3D%3D&trackingId=oA4Ta1f9LQfhsT14fr94rA%3D%3D&trk=flagship3_search_srp_jobs
30,1/11/2022,Palazon Technology Pte Ltd ,Web Developer ,"Singapore, Singapore On-site","This job is sourced from a job board. Learn more Responsibilities  Working projects on web application design, development and maintenance. Designing, prototyping, testing and documenting web applications based on system specifications and requirements. Delivering results/milestones on-time with high level of quality and customer satisfaction. Providing technical support for web applications.  Requirements  Minimum Diploma holders or above in IT or Software. Proficiency in HTML, Javascript and CSS is a must. Proficiency in MySQL, or other relational databases. Experience in PHP, Python or Java is a plus. Experience in version control tools. Ability to learn new skills quickly. Passion in software coding and design. Excellent problem-solving skills, with the ability to design and devise logic on your own. Excellent communication skills along with basic know-how of Agile/Scrum.   Desired Skills and Experience Excellent Communication Skills, Version Control tools, CSS, PHP, HTML, MySQL, JavaScript, Java script, Python, Web Applications, Java, Web Development, Databases ",https://linkedin.com/jobs/view/2875248839/?eBP=JOB_SEARCH_ORGANIC&refId=Lrp8hJOF3002PtH3xP2MvQ%3D%3D&trackingId=6MSHcLC4M6VQBXN%2BzrcYfw%3D%3D&trk=flagship3_search_srp_jobs
31,1/13/2022,IDEMIA ,Web Developer ,"Manila, National Capital Region, Philippines Hybrid","Posted by  Priya Srivastava  Assistant Manager Recruitment - UK/Europe/APAC at IDEMIA  Send InMail  Title: Software Developer 2 (Web Developer)  Location : Makati, Manila, Philippines  Job type : Permanent  Organization : IDEMIA. Job Responsibilities:  Position Summary:  As a part of Idemia supporting the Smart Services Manila team, Software Developer II candidate is involved in all phases of software development. He/she also performs configuration management, integration and quality assurance of codes. From time to time he/she will also prepare documentations and coordinate technical issues with other teams. DUTIES AND RESPONSIBILITIES   Knowledge of automated testing tools like TestNG, JMeter, .NET tools and alike. Involved in all phases of software development life cycle including requirements gathering, design, development, integration, testing, maintenance and support. Able to analyze requirements and technical specifications, can propose workload estimate of a particular task. Participate in code reviews and training. Follow standards and coding guidelines.   Perform development processes and practices such as but not limited to configuration management, documentation quality assurance, etc. Prepare project documentations, coordinate technical issues, and able to communicate and provide support to project interfaces in France as needed. Be able to lead the development of a small project with minimal supervision from senior/technical lead.   Reports on progress and risks, proposing changes in plans when appropriate. Understand and implement company processes and policies.   Proactively supports team lead/manager/organization activities and takes the initiative to share new ideas for the improvement of the team/organization   Integrate in development group and foster team spirit. Experience/Skills: At least 3+ years experience in Fullstack Development using C# .Net. Proven experience in using ASP.Net MVC and/or WebForms, knowledge in Razor is preferred   Must have a strong understanding on web technologies like HTML5, CSS/CSS3, Bootstrap and jQuery   Experience with web design; UI/UX design experience is preferred. Able to use image editing applications. Experience working in an Agile environment   Exposure with version control system like SVN and/or Git   Experience in using any Javascript framework is preferred but not required   Exposure with SQL Server and deployment is highly preferred but not required   Must be a team player and able to work with minimum supervision. Has good Analysis and problem-solving skills. Strong written and oral communication skills ",https://linkedin.com/jobs/view/2873593967/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=oIxk2pudRQD%2F%2Fhb86sM5VQ%3D%3D&trackingId=vErwMFrUArVbpk%2Fz7j9AbQ%3D%3D&trk=flagship3_search_srp_jobs
32,1/13/2022,Boozy. Team ,Web Developer ,"Taguig, National Capital Region, Philippines Hybrid","Posted by  Bianca Monzon, CHRP  Strategic Human Resources Leader  Send InMail  Introduction  Boozy.ph is the #1 liquor e-commerce platform in the Philippines that allows you to order beer, wine, spirits, and groceries and have them conveniently delivered to your doorstep all in 90 minutes! We are looking for passionate, and driven individuals to join our team. Get a chance to be mentored by seasoned executives from industry leaders. Job Description  Maintains and enhances the systems and platforms Develops new features from scratch Gathers, analyzes, and presents data to provide metrics for products Creates or improves the design and user experience of the products Performs other related functions as may be assigned from time to time. Job Requirements : 3-5 years of web development experience Good problem solving skills Strong analytical and planning skills Preferably with Shopify experience. Skill Set  Shopify Node.js React.js or any similar Frontend frameworks (VueJS, Svelte) Serverless GraphQL Rest API Google Cloud Platform or similar cloud service provider(Microsoft Azure, AWS). Others  Other operational tasks needed as deemed by direct supervisor ",https://linkedin.com/jobs/view/2875480465/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=oIxk2pudRQD%2F%2Fhb86sM5VQ%3D%3D&trackingId=59azr1mPW8WxLn4i3FRQIA%3D%3D&trk=flagship3_search_srp_jobs
33,1/13/2022,eTeam ,Web Developer | Project | 90k - 130K per month ,"National Capital Region, Philippines Remote","Job Description : Maintains and enhances the systems and platforms. Develops new features from scratch   Gathers, analyzes, and presents data to provide metrics for products   Creates or improves the design and user experience of the products. Performs other related functions as may be assigned from time to time   Manage company website and affiliated company's website. Designing of in-house web applications.   Monitoring of website traffic     Job Requirements  . Must be residing in Metro Manila or nearby provinces 2 years of web development experience. Good problem-solving skills. Strong analytical and planning skills ",https://linkedin.com/jobs/view/2872799669/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=oIxk2pudRQD%2F%2Fhb86sM5VQ%3D%3D&trackingId=AcZ6tss5ZbKO0pPek86xqA%3D%3D&trk=flagship3_search_srp_jobs
34,1/12/2022,AA CASTRO CONSTRUCTION AND AGGREGATES TRADING ,Web Developer ,"Makati, National Capital Region, Philippines On-site","Posted by GILBERT FERNANDO . Send InMail  The ideal candidate is a creative problem solver who will work in coordination with cross-functional teams to design, develop, and maintain our next generation websites and web tools. You must be comfortable working as part of a team while taking the initiative to take lead on new innovations and projects.  Responsibilities Revise, edit, proofread & optimize web content Work with cross-functionally to enhance overall user experience of our platforms Own various design tasks involved in the web development life cycle from start to finish. Qualifications  Bachelor's degree or equivalent experience in Computer Science At least 1 - 2 years' of experience using HTML, CSS, and JavaScript Proficiency in at least one server-side technology (Java, PHP, NodeJS, Python, Ruby) Ability to multi-task, organize, and prioritize work ",https://linkedin.com/jobs/view/2876067460/?eBP=JOB_SEARCH_ORGANIC&refId=oIxk2pudRQD%2F%2Fhb86sM5VQ%3D%3D&trackingId=056UqBwvnXNGaKCvWJpyyw%3D%3D&trk=flagship3_search_srp_jobs
35,1/12/2022,NCR Corporation ,Web Developer ,"Makati, National Capital Region, Philippines On-site","About NCR  NCR Corporation (NYSE: NCR) is a leading software- and services-led enterprise provider in the financial, retail and hospitality industries. NCR is headquartered in Atlanta, Georgia, with 36,000 employees globally. NCR is a trademark of NCR Corporation in the United States and other countries.  Position Summary  NCR Corporation (Philippines) is looking to hire experienced technical professionals to complement its expanding portfolio of software projects in the local retail banking industry.  Responsibilities Include  Creating & developing dynamic web screens for various ATM banking transactions. Building & designing new ATM transactions. Working with local & regional teams to implement assigned projects. Direct communications with banks to implement assigned projects. Onsite work at bank premises to support testing & project implementation. Supporting banks to resolve production related escalations.  Qualifications  At least 2 years of experience in web development. Proficient in HTML, HTML 5, CSS, APIs, Javascript, Web services (SOAP/REST) Previous experience in banking/retail systems & ATMs is preferred but not required. Good written & verbal comprehension is needed since this position requires regular communications with internal & external stakeholders.  Offers of employment are conditional upon passage of screening criteria applicable to the job.  EEO Statement  Integrated into our shared values is NCR's commitment to diversity and equal employment opportunity. All qualified applicants will receive consideration for employment without regard to age, race, color, creed, religion, national origin, disability, sexual orientation, gender identity, veteran status, military service, genetic information, or any other characteristic or conduct protected by law. NCR is committed to being a globally inclusive company where all people are treated fairly, recognized for their individuality, promoted based on performance and encouraged to strive to reach their full potential. We believe in understanding and respecting differences among all people. Every individual at NCR has an ongoing responsibility to respect and support a globally diverse environment.  Statement to Third Party Agencies  To ALL recruitment agencies: NCR only accepts resumes from agencies on the NCR preferred supplier list. Please do not forward resumes to our applicant tracking system, NCR employees, or any NCR facility. NCR is not responsible for any fees or charges associated with unsolicited resumes. ",https://linkedin.com/jobs/view/2847923697/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=oIxk2pudRQD%2F%2Fhb86sM5VQ%3D%3D&trackingId=03GDTuA%2BU72bx4rSnFV6QA%3D%3D&trk=flagship3_search_srp_jobs
36,1/12/2022,Eversun Software Corporation ,Web Developer ,"Iloilo, Western Visayas, Philippines Hybrid",Posted by  Eversun Software Phils. Corp - Iloilo City  Human Resources Generalist at Eversun Software Corporation  Send InMail  We are looking for talented & experienced Web Developers. You must be comfortable working as part of a team while taking the initiative to take lead on new innovations and projects     Required Skills:  PHP | MySql | Javascript | HTML/CSS  Nice to have:  Laravel | WordPress| Jquery| Angular JS  cakePHP| Drupal     QUALIFICATIONS:   Bachelor's degree or equivalent experience in Computer Science   At least 1-2 years of experience in web development     Send your resumes to hr@agentsofvalue.com ,https://linkedin.com/jobs/view/2871885991/?eBP=JOB_SEARCH_ORGANIC&refId=oIxk2pudRQD%2F%2Fhb86sM5VQ%3D%3D&trackingId=2icz4FYnYKo9MQTehvVOTQ%3D%3D&trk=flagship3_search_srp_jobs
37,1/12/2022,The Remote Group ,Web Developer ,"Makati, National Capital Region, Philippines Hybrid","Posted by  Necel Ann Yago  Technical Recruiter at The Remote Group  Send InMail  Permanent  Bonuses  Allowances  HMO  Work @ home (Makati office)  Day shift, Monday to Friday  The hiring company is an insurance provider, highly rated on employer review sites for its workplace and culture.  Role Context Work with development teams and product managers to ideate solutions Design client-side and server-side architecture Build the front-end of applications through appealing visual design Develop and manage well-functioning databases and applications Write effective APIs Test software to ensure responsiveness and efficiency Troubleshoot, debug and upgrade software Build features and applications with a mobile responsive design Write technical documentation. Ideal Candidate     Experience developing desktop and mobile applications Familiarity with common stacks Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery) Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js) Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX design Great attention to detail, organizational skills and an analytical mind ",https://linkedin.com/jobs/view/2871367694/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=oIxk2pudRQD%2F%2Fhb86sM5VQ%3D%3D&trackingId=HoUNs%2FhAAsQkYsz9E5WivA%3D%3D&trk=flagship3_search_srp_jobs
38,1/11/2022,Cboe Global Markets ,Web Developer ,"Manila, National Capital Region, Philippines On-site","Job Description : Execute content, design, and development requirements for the corporate websites Raise tickets and monitor until closure Project management and regular communication with stakeholders and colleagues Adhere to policies and procedures  Job Requirements  Javascript, JQuery, HTML, HTML5, CSS, CSS3, Wordpress, Squarespace, Javascript React Library, Node.js, React.js Development language - PHP, minor Java, Jave (Apache Camel), Python, Pandas Database - MySQL, Knowledge of caching mechanisms like memcached and redis is a plus Architecture - Serverless, SOA, microservices Server - A good background in Linux. Exposure to Apache or Nginx server Message broker and queuing services like Kafka, SQS Event streaming, pub-sub messaging/Data wrangling and ETL/Bitbucket pipeline/Version control - git or SVN Knowledge in wireframing, mockup creation and use case diagrams Basic knowledge of image authoring tools such as Photoshop or Gimp E-Commerce, cross-browser compatibility, Web User Interface Design (UI), Security principles, Object Oriented Design, Web Services (REST, SOAP), Multimedia Content Development, API's database Experience in using Amazon Web Services. Specifically: SEO Optimization using AWS Elastic Beanstalk, Lambda, RDS, ECS, Cloudwatch, CloudFront, APIGateway, S3 Strong grasp of security principles and how they apply to web applications  What's In It For You  Competitive salary and career growth opportunities Work with state-of-the-art new technology platform Work with a passionate team who love what they do, and have fun doing it!  If this sounds like an exciting opportunity, please click on Apply Cboe Global Markets is an Equal Opportunity Employer. For more information, please click the following links:  Equal Employment Opportunity is The Law (in English)  Equal Employment Opportunity is The Law (in Spanish)  Equal Employment Opportunity is The Law (Supplement)  E-Verify Participation Poster (English & Spanish)  Right to Work Poster (English)  Right to Work Poster (Spanish) ",https://linkedin.com/jobs/view/2874449238/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=oIxk2pudRQD%2F%2Fhb86sM5VQ%3D%3D&trackingId=hgtf0hdb665BTnC8kc4FAA%3D%3D&trk=flagship3_search_srp_jobs
39,1/11/2022,King Kong ,Web Developer ,"Manila, National Capital Region, Philippines On-site","King Kong is a passionate team of high-performing online marketing and growth experts. We are a full-service digital marketing agency that is growing FAST!  For the last three years, we've been ranked as the fastest-growing digital agency...  And the 17th fastest growing company in the country by The Australian Financial Review...  King Kong consists of...  Over 65 Of The Wildest, Most Passionate Bunch Of Lunatic Marketers You've Ever Worked With...  And this is just one of the reasons we've been named in the Top 100 Coolest Companies in Australia 2016, 2017 and 2018 by Anthill Magazine.  We've also been named one of the best places to work and the 9th most innovative media company in Australia by the AFR  Look, the list goes on and on...because we've seriously won more awards than you can shake a stick at...  But Enough About Us, What About You...  Are you Passionate about the opportunity of joining one of the fastest growing companies in Australia? Dedicated to standing out from the crowd and delivering exceptional code? Tired of working hard with little fun or reward? Ready to take on an amazing role amongst an awesome team. Deadly serious about having the strongest gif game in the office?   We are after a strong, passionate and dedicated Web Developer for King Kong to work with the founder of King Kong, Sabri Suby, who is hungry to tackle wild ideas and difficult problems and turn them into solutions.  You will be working on a huge variety of new and exciting projects.  However, your responsibilities will include things like:  Taking some wild ideas, choosing the right tool for the job, and diving head first into building the solution to a problem. Maintaining our existing projects, including our website, funnels, payment platform, and more. Making changes to functionality, and building new features. These projects are mainly built on Wordpress and utilise ACF and Woocommerce (along with some other choice plugins) and you'll need to have a good handle on theme and plugin development for this role.   Ready to take the leap? Apply now!  Requirements  Solid handle on Wordpress with ACF and Woocommerce. Understand what's under the hood with conversion tracking for Google Analytics, Facebook and GoogleAds. Excellent troubleshooting skills. Techniques for optimising websites for ultimate speed. A good handle on how to consume an API, and being able to choose the best tool for the job (in most of our cases Javascript or PHP). Experience with Git, Photoshop, Gulp (or other task runners), package management using NPM, server and DNS management. Familiarity with SEO best practices. Be able to quickly adapt to new platforms and stay ahead of the curve. Attention to detail. You must have work samples that demonstrate your abilities.   Benefits  What we're offering:  Extensive training and full support - we take training very seriously and will provide you with the industry's very best and training, giving you the knowledge and confidence needed for greatness. Driven and vibrant team of the country's most switched on digital marketers and growth experts Amazing growth prospects and upward mobility, build an empire within our fine progressive company.   We move at a lightning pace! Only successful candidates will be contacted. If you haven't been invited for to complete a video kit within 5 business days after submitting your application, unfortunately, you haven't been successful this time around! ",https://linkedin.com/jobs/view/2874402988/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=GQlXeDdw7Ec%2FaqTaUzrYkQ%3D%3D&trackingId=bwMc7HHpYqrrRUjCo2HraA%3D%3D&trk=flagship3_search_srp_jobs
40,1/11/2022,HiPE Japan Inc. ,Web Developer ,"Cebu, Central Visayas, Philippines On-site","Posted by  Justine Mae Perez  My personality is me and my attitude depends on you.  Send InMail  We are looking for an outstanding Web Developer to be responsible for the coding, innovative design and layout of our website. Web developer responsibilities include building our website from concept all the way to completion from the bottom up, fashioning everything from the home page to site layout and function.     Skills and Responsibilities     -Write well designed, testable, efficient in coding.  -Responsible for building responsive websites and web application systems.  -Create website layout/user interface by using standard HTML/CSS practices  -Integrate data from various back-end services and databases  -Gather and refine specifications and requirements based on technical needs  -Be responsible for maintaining, expanding, and scaling our site  -Stay plugged into emerging technologies/industry trends and apply them into operations and activities  -Cooperate with web designers to match visual design intent  -Must have knowledge in Javascript animations.  -Knowledge in JavaScript Framework like (jQuery, AngularJS or -Node.js/Express.js)  -Efficient in HTML, CSS, Javascript  -Knowledge in MySQL, PHP  -Knowledge in using Photoshop and -Adobe XD is Advantage.  -Must be good in English -Communication.  -Works closely with the team developers and must be able to deliver the task and the client's project on time to the highest standard.  -Good leadership skills,Excellent in problem solving,multitasking and can work under pressure.     AT LEAST 20 YEARS OLD AND FRESH GRADUATES ARE WELCOME TO APPLY!!     NOTE :     â€¢ Applicants must go through the office, we will give anâ€ ON THE SPOT SKILLS TEST â€œafter the initial interview.     Website link: https://en.hipe.asia/     Thank you! ",https://linkedin.com/jobs/view/2874377117/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=GQlXeDdw7Ec%2FaqTaUzrYkQ%3D%3D&trackingId=pPg32XNZDs3Ou2FaqMpcjA%3D%3D&trk=flagship3_search_srp_jobs
41,1/12/2022,"ABROADERS Co., Ltd. ",Web Developer (Ruby on rails) ,"Bangkok, Bangkok City, Thailand Hybrid","Posted by  Patrick Harney  Operations Executive at Banago.shop  Send InMail  Product/Application]  - Web application  - Digital Recruiting platform  - Media platform  - RPA system/program     [Job description]  - Responsible for development of products (Web, software)  - Create web applications by using RUBY on rails  - Optimize program based on requirement  - Other related tasks as assigned by PM     [Environment]  - Production environment: Heroku, AWS, Github, docker  - Communication tool: Slack, Backlog, Gsuite     Requirement - Bachelor or higher degree in information technology or related fields - Communicative English - Minimum 3 years of experience in development by using Ruby on rails - Advantage: Experience in AWS ",https://linkedin.com/jobs/view/2566355122/?eBP=JOB_SEARCH_ORGANIC&refId=fsprL1%2BmVaBP50Bv49G0yw%3D%3D&trackingId=pJlmCaCdUj7XEFv2xwHoZg%3D%3D&trk=flagship3_search_srp_jobs
42,1/11/2022,convertCASH ,Web Developer/Designer - Thailand ,"Bangkok, Bangkok City, Thailand Hybrid","Posted by  Jamaica B.  Recruitment Assistant  Send InMail  Web Developer/Designer - Thailand convertCASH is a fast-growing FinTech company headquartered in Singapore and expanding rapidly into Australia, Thailand, Malaysia & other APAC countries. This is a great opportunity for those who have an entrepreneurship mindset that challenges the status quo.  convertCASH is the first Fintech Powered. Monthly Installment Payment Extension as a Service + Global Cash Reward Eco Platformâ€ for users monthly fixed bill commitment. convertCASH unleashed the benefits of New Fintech's feature. Financing without borrowing, ""loan-free and interest-freeâ€ benefits to those people who have monthly fixed bills commitment such as car installment & home installment. We are a B2C platform that has a very strong and unique value proposition to businesses & consumers. We are looking to hire a skilled Web developer/designer to design and implement an attractive and functional website. Responsibilities - Conceptualizing creative ideas. Testing and improving the design of the website. Establishing design guidelines, standards, and best practices. Maintaining the appearance of websites by enforcing content standards. Designing visual imagery for websites and ensuring that they are in line with our branding. Designing sample pages including colors and fonts. Preparing design plans and presenting the website structure. Design, implement and manage websites using WordPress Collaborate with members of a creative team Manage front-end and back-end website development Create WordPress plug-ins and themes Maintain well-documented, reusable, and transferrable code Troubleshoot and resolve website problems Stay abreast of new developments in software, trends, and practices . Requirements - ust be able to read and speak Thai Ability to do the backend coding for WordPress Proficient knowledge of Word press Proficiency in graphic design software including Adobe Photoshop, Adobe Illustrator, and other visual design tools. Excellent visual design skills. Up-to-date experience with international web protocols, standards, and technologies. Creative and open to new ideas. Adaptable and willing to learn new techniques. Excellent communication skills. ",https://linkedin.com/jobs/view/2874359311/?eBP=JOB_SEARCH_ORGANIC&refId=fsprL1%2BmVaBP50Bv49G0yw%3D%3D&trackingId=EuZ7shkZfh%2Ba92IEmQb%2BSA%3D%3D&trk=flagship3_search_srp_jobs
43,1/11/2022,Honestockhome ,Web Developer ,"Bangkok, Bangkok City, Thailand Hybrid","Posted by  Tawin Supayanant  We are looking for software developers  Send InMail  The ideal candidate is a creative problem solver who will work in coordination with cross-functional teams to design, develop, and maintain our next generation websites and web tools. You must be comfortable working as part of a team while taking the initiative to take lead on new innovations and projects.  Responsibilities Revise, edit, proofread & optimize web content Work with cross-functionally to enhance overall user experience of our platforms Own various design tasks involved in the web development life cycle from start to finish     Qualifications  Bachelor's degree or equivalent experience in Computer Science At least 1 - 2 years' of experience using HTML, CSS, and JavaScript Proficiency in at least one server-side technology (Java, PHP, NodeJS, Python, Ruby) Ability to multi-task, organize, and prioritize work ",https://linkedin.com/jobs/view/2870010295/?eBP=JOB_SEARCH_ORGANIC&refId=fsprL1%2BmVaBP50Bv49G0yw%3D%3D&trackingId=DQHExYB63CPjeVweKPwvgg%3D%3D&trk=flagship3_search_srp_jobs
44,1/10/2022,Digital Asset Company ,Web Developer ,"Bangkok City, Thailand On-site","The ideal candidate is a creative problem solver who will work in coordination with cross-functional teams to design, develop, and maintain our next generation websites and web tools. You must be comfortable working as part of a team while taking the initiative to take lead on new innovations and projects.     Responsibilities  Revise, edit, proofread & optimize web content Work with cross-functionally to enhance overall user experience of our platforms Own various design tasks involved in the web development life cycle from start to finish . Qualifications  Bachelor's degree or equivalent experience in Computer Science At least 1 - 2 years' of experience using HTML, CSS, and JavaScript Proficiency in at least one server-side technology (React, Java, NodeJS, Ruby, MySQL) Ability to multi-task, organize, and prioritize work ",https://linkedin.com/jobs/view/2870323381/?eBP=JOB_SEARCH_ORGANIC&refId=fsprL1%2BmVaBP50Bv49G0yw%3D%3D&trackingId=R2rWxQe6sjjwl8wKR0CoDw%3D%3D&trk=flagship3_search_srp_jobs
45,1/5/2022,True Digital Group ,Web Developer ,"Bangkok, Bangkok City, Thailand Hybrid","Why work with us  At TDG, the word digital does not merely translate to technology, but it signifies something far more revolutionary and life-changing. As a leading Pan-Asian start-up, we have prime leaders and experts across industries that seek to enhance you professionally and we can grow together as a company. Accompanied by creative, technical and data-minded specialists, we believe TDG is a unique working experience at the epicenter of digital innovation. Digital and Media Platform (DMP) embrace technology, data, shape innovative-and-impactful features for our consumers and partners alike, taking our customer-centric product designs even further in order to make TDG Most Admired Digital Transformation & Technology Company. What you will be doing  Develop web front-end applications to meet both functional and non-functional requirements including, but not limited to, quality, security, and performance within committed timeframe. Work closely with scrum masters and product owners to understand business goals and system requirements Communicate constantly with product owner to understand and measure business requirements and values of developed features Contribute ideas (technological and product) to enhance the overall service experience Promote and participate in the continuous improvement of structure, processes, tooling to enable the teams to deliver more value. Our Requirement  Bachelor's or Master's Degree in Computer Engineering, Computer Sciences, Information System, or related fields 2+ years of software development experience, with knowledge of agile development process. Strong experience in web technologies including HTML, CSS, JavaScript ( ReactJS, ExpressJS, Nextjs etc.) Experience with software development life cycle methodologies, especially agile (Scrum) and continuous integration. Strong knowledge of developing with MVC framework and OOP. Strong experience in web technologies including HTML, CSS, JavaScript ( ReactJS, ExpressJS, Nextjs etc.) Experience with software development life cycle methodologies, especially agile (Scrum) and continuous integration. Strong knowledge of developing with MVC framework and OOP. Experience with source control systems such as Git, TFS, etc. Have positive attitude and be open-minded. Have a strong sense of ownership which drives you to find ways to do things better, faster, and more effective. Our Commitment To You  We value our people and have the mission to attract and retain exceptional talent. We work in a truly agile environment where opinions are encouraged collaboration everyone has an opinion, opinions are valued and have no time for finger pointing and politics, instead we test & learn and celebrate successes as a team.  We will provide a training and coaching program to all our team members, tailored to your development needs and aspirations. This can cover a wide range of skills, like mastering new technologies, further developing your skills in presenting to a non-technical audience or supporting you to grow in a leadership position. Our Offer  Employee Provident Fund. Annual Bonus - Annual health check-up - Medical Service @Workplace Medical Expense Reimbursement - Health & Life Insurance - Fitness, Spa, Day care Employee Privileges Employee Loan - Education Loan - Scholarship for Employees' Children - Learning Center - Staff Activities - Smart Casual ",https://linkedin.com/jobs/view/2861483569/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=L6Huq0k14oGTDUSTJEbL%2Bg%3D%3D&trackingId=sk6ww%2BSLCBGUAcdStfQulg%3D%3D&trk=flagship3_search_srp_jobs
